time_sec,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy,raw_can_id,raw_can_data,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26
79.464,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 174, 251, 0, 0, 0, 0]",,,,,,
79.465,,,,,,,,,,,,,,,,,,,,,0x60a,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
79.470,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 13, 4, 72, 0]",,,,,,
79.480,,,,,,,,,,,,,,,,,,,,,0x60d,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
79.482,,,,,,,,,,,,,,,,,,,,,0x0,"[128, 16]",,,,,,
79.495,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 125, 5, 12, 4, 23, 0]",,,,,,
79.498,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 124, 5, 184, 251, 42, 0]",,,,,,
79.499,,,,,,,,,,,,,,,,,2.987,-10.308,-0.024,0.813,,,,,,,,
79.500,-10.308,-0.030,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-7.708,-11.208,,,,,,,,,,,,
79.506,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 249, 3, 0, 0, 0, 0]",,,,,,
79.508,-10.308,-0.030,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-7.708,-11.208,,,,,,,,,,,,
79.511,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 249, 3, 0, 0, 0, 0]",,,,,,
79.521,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
79.526,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 41, 0, 0, 0, 0]",,,,,,
79.533,,,,,,,,,,,,,,,,,2.980,-9.984,-0.024,0.813,,,,,,,,
79.537,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
79.544,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.548,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 235, 251, 0, 0, 0, 0]",,,,,,
79.556,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 53, 4, 0, 0, 0, 0]",,,,,,
79.562,,,,,,,,,,,,,,,,,,,,,0x18f,"[165, 247, 183, 236, 0, 0, 0, 0]",,,,,,
79.564,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 235, 251, 0, 0, 0, 0]",,,,,,
79.568,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 235, 251, 0, 0, 0, 0]",,,,,,
79.569,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 53, 4, 0, 0, 0, 0]",,,,,,
79.575,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 41, 0, 0, 0, 0]",,,,,,
79.581,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 41, 0, 0, 0, 0]",,,,,,
79.584,,,,,,,,,,,,,,,,,,,,,0x28e,"[13, 4, 184, 251, 211, 251, 12, 4]",,,,,,
79.588,,,,,,,,,,,,,,,,,,,,,0x23a,"[18, 0, 0, 0, 17, 33, 0, 0]",,,,,,
79.592,,,,,,,,,,,,,,,,,,,,,0x18f,"[189, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.601,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 249, 251, 0, 0, 0, 0]",,,,,,
79.608,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 67, 4, 0, 0, 0, 0]",,,,,,
79.617,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.639,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 249, 251, 0, 0, 0, 0]",,,,,,
79.641,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 238, 255, 0, 0, 0]",,,,,,
79.649,,,,,,,,,,,,,,,,,,,,,0x18f,"[173, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.655,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
79.665,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 238, 255, 0, 0, 0]",,,,,,
79.668,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
79.672,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 138, 5, 217, 251, 52, 0]",,,,,,
79.679,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 238, 255, 0, 0, 0]",,,,,,
79.683,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 134, 251, 0, 0, 0, 0]",,,,,,
79.685,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 26, 4, 10, 0]",,,,,,
79.687,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 208, 3, 0, 0, 0, 0]",,,,,,
79.692,,,,,,,,,,,,,,,,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
79.701,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 42, 4, 24, 0]",,,,,,
79.703,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 27, 0, 0, 0, 0]",,,,,,
79.707,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.716,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 134, 251, 0, 0, 0, 0]",,,,,,
79.717,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 27, 0, 0, 0, 0]",,,,,,
79.732,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 208, 3, 0, 0, 0, 0]",,,,,,
79.737,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
79.742,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
79.749,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.753,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,
79.757,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 57, 4, 0, 0, 0, 0]",,,,,,
79.763,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 57, 4, 0, 0, 0, 0]",,,,,,
79.782,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.786,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,
79.790,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 57, 4, 0, 0, 0, 0]",,,,,,
79.793,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.795,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 38, 3, 248, 255, 0, 0, 41]",,,,,,
79.806,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 83, 4, 44, 0]",,,,,,
79.811,,,,,,,,,,,,,,,,,,,,,0x70b,[5],,,,,,
79.816,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.819,,,,,,,,,,,,,,,,,,,,,0x28e,"[37, 4, 202, 251, 207, 251, 42, 4]",,,,,,
79.822,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,
79.824,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,
79.825,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.840,,,,,,,,,,,,,,,,,,,,,0x18ef7300,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
79.845,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.852,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 38, 3, 248, 255, 0, 0, 41]",,,,,,
79.857,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
79.859,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 167, 255, 0, 0, 0]",,,,,,
79.864,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.869,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 137, 5, 205, 251, 50, 0]",,,,,,
79.884,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 30, 0, 0, 0, 0]",,,,,,
79.887,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 153, 251, 0, 0, 0, 0]",,,,,,
79.892,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 227, 3, 0, 0, 0, 0]",,,,,,
79.894,,,,,,,,,,,,,,,,,2.980,-9.984,-0.024,0.826,,,,,,,,
79.898,-9.984,-0.029,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-7.384,-10.884,,,,,,,,,,,,
79.899,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
79.906,,,,,,,,,,,,,,,,,,,,,0x28e,"[37, 4, 202, 251, 205, 251, 42, 4]",,,,,,
79.908,-9.984,-0.029,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-7.384,-10.884,,,,,,,,,,,,
79.911,,,,,,,,,,,,,,,,,,,,,0x23a,"[98, 0, 0, 0, 17, 33, 0, 0]",,,,,,
79.914,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
79.920,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 124, 5, 189, 251, 28, 0]",,,,,,
79.921,,,,,,,,,,,,,,,,,2.972,-9.666,-0.024,0.826,,,,,,,,
79.930,,,,,,,,,,,,,,,,,,,,,0x18f,"[181, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.944,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 0, 0, 0, 0, 0]",,,,,,
79.965,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 153, 251, 0, 0, 0, 0]",,,,,,
79.968,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 227, 3, 0, 0, 0, 0]",,,,,,
79.971,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 227, 3, 0, 0, 0, 0]",,,,,,
79.973,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 137, 5, 204, 251, 180, 0]",,,,,,
79.976,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
79.978,,,,,,,,,,,,,,,,,,,,,0x28e,"[41, 4, 189, 251, 205, 251, 38, 4]",,,,,,
79.981,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 30, 4, 120, 0]",,,,,,
79.984,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
79.992,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 151, 255, 0, 0, 0]",,,,,,
79.999,,,,,,,,,,,,,,,,,,,,,0x70e,"[5, 211, 88, 50, 0, 71, 52, 54]",,,,,,
80.002,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 219, 251, 0, 0, 0, 0]",,,,,,
80.005,,,,,,,,,,,,,,,,,,,,,0x58b,"[75, 4, 32, 6, 20, 0, 0, 0]",,,,,,
80.008,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 226, 3, 24, 0]",,,,,,
80.010,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 219, 251, 0, 0, 0, 0]",,,,,,
80.014,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 37, 4, 0, 0, 0, 0]",,,,,,
80.027,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 191, 236, 0, 0, 0, 0]",,,,,,
80.043,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 151, 255, 0, 0, 0]",,,,,,
80.047,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.050,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 37, 4, 0, 0, 0, 0]",,,,,,
80.053,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 151, 255, 0, 0, 0]",,,,,,
80.056,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.061,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 23, 3, 220, 255, 0, 0, 41]",,,,,,
80.063,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.066,,,,,,,,,,,,,,,,,,,,,0x18f,"[183, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.071,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 137, 5, 224, 251, 100, 0]",,,,,,
80.083,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 33, 4, 38, 0]",,,,,,
80.096,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 141, 251, 0, 0, 0, 0]",,,,,,
80.100,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 215, 3, 0, 0, 0, 0]",,,,,,
80.109,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
80.112,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 77, 0, 0, 0, 0]",,,,,,
80.114,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 124, 5, 213, 251, 32, 0]",,,,,,
80.123,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 141, 251, 0, 0, 0, 0]",,,,,,
80.126,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.128,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 215, 3, 0, 0, 0, 0]",,,,,,
80.146,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.153,,,,,,,,,,,,,,,,,,,,,0x28e,"[30, 4, 201, 251, 224, 251, 226, 3]",,,,,,
80.156,,,,,,,,,,,,,,,,,,,,,0x23a,"[146, 0, 0, 0, 17, 33, 0, 0]",,,,,,
80.161,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 141, 251, 0, 0, 0, 0]",,,,,,
80.167,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 77, 0, 0, 0, 0]",,,,,,
80.169,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 215, 3, 0, 0, 0, 0]",,,,,,
80.175,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 184, 251, 183, 0]",,,,,,
80.189,,,,,,,,,,,,,,,,,,,,,0x18f,"[175, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.191,,,,,,,,,,,,,,,,,,,,,0x70a,[5],,,,,,
80.193,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 215, 3, 0, 0, 0, 0]",,,,,,
80.197,,,,,,,,,,,,,,,,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
80.204,,,,,,,,,,,,,,,,,,,,,0x18ef7200,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
80.208,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
80.212,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.215,,,,,,,,,,,,,,,,,,,,,0x28e,"[30, 4, 213, 251, 184, 251, 37, 4]",,,,,,
80.218,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.226,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 178, 251, 98, 0]",,,,,,
80.233,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.235,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
80.237,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 0, 252, 0, 0, 0, 0]",,,,,,
80.248,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.252,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 0, 252, 0, 0, 0, 0]",,,,,,
80.257,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 74, 4, 0, 0, 0, 0]",,,,,,
80.263,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.265,,,,,,,,,,,,,,,,,,,,,0x28e,"[15, 4, 178, 251, 184, 251, 219, 3]",,,,,,
80.268,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.286,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 227, 255, 0, 0, 0]",,,,,,
80.289,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 58, 4, 60, 0]",,,,,,
80.300,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 16, 4, 0, 0, 0, 0]",,,,,,
80.303,,,,,,,,,,,,,,,,,2.972,-9.666,-0.037,0.831,,,,,,,,
80.304,-9.666,-0.044,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-7.066,-10.566,,,,,,,,,,,,
80.317,,,,,,,,,,,,,,,,,,,,,0x18f,"[178, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.320,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 254, 255, 0, 0, 0]",,,,,,
80.320,-9.666,-0.044,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-7.066,-10.566,,,,,,,,,,,,
80.323,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 109, 4, 35, 0]",,,,,,
80.325,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 197, 251, 0, 0, 0, 0]",,,,,,
80.327,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 16, 4, 0, 0, 0, 0]",,,,,,
80.331,,,,,,,,,,,,,,,,,2.963,-9.352,-0.037,0.831,,,,,,,,
80.334,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.340,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.347,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.357,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.377,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 162, 236, 0, 0, 0, 0]",,,,,,
80.379,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 217, 251, 0, 0, 0, 0]",,,,,,
80.382,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 36, 4, 0, 0, 0, 0]",,,,,,
80.389,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 36, 4, 0, 0, 0, 0]",,,,,,
80.391,,,,,,,,,,,,,,,,,,,,,0x18f,"[183, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.404,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 35, 4, 62, 0]",,,,,,
80.409,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 71, 255, 0, 0, 0]",,,,,,
80.414,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 36, 4, 0, 0, 0, 0]",,,,,,
80.418,,,,,,,,,,,,,,,,,,,,,0x18ef7100,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
80.420,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.422,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 123, 5, 226, 251, 24, 0]",,,,,,
80.425,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.429,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.435,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 71, 255, 0, 0, 0]",,,,,,
80.458,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 217, 251, 0, 0, 0, 0]",,,,,,
80.460,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 36, 4, 0, 0, 0, 0]",,,,,,
80.487,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.491,,,,,,,,,,,,,,,,,,,,,0x28e,"[35, 4, 226, 251, 215, 251, 42, 4]",,,,,,
80.493,,,,,,,,,,,,,,,,,,,,,0x70c,[5],,,,,,
80.495,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.498,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 223, 251, 0, 0, 0, 0]",,,,,,
80.507,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 41, 4, 0, 0, 0, 0]",,,,,,
80.510,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 41, 4, 0, 0, 0, 0]",,,,,,
80.511,,,,,,,,,,,,,,,,,,,,,0x58d,"[75, 4, 32, 6, 17, 0, 0, 0]",,,,,,
80.512,,,,,,,,,,,,,,,,,,,,,0x0,"[128, 16]",,,,,,
80.514,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 130, 5, 28, 4, 50, 0]",,,,,,
80.516,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.518,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 223, 251, 0, 0, 0, 0]",,,,,,
80.522,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 41, 4, 0, 0, 0, 0]",,,,,,
80.528,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 123, 5, 19, 4, 68, 0]",,,,,,
80.537,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 5, 0, 0, 0, 0]",,,,,,
80.539,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 27, 3, 4, 0, 0, 0, 41]",,,,,,
80.542,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.552,,,,,,,,,,,,,,,,,,,,,0x18f,"[193, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.556,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 65, 0, 0, 0, 0]",,,,,,
80.564,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 223, 251, 0, 0, 0, 0]",,,,,,
80.568,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 41, 4, 0, 0, 0, 0]",,,,,,
80.580,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 137, 5, 211, 251, 92, 0]",,,,,,
80.598,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.601,,,,,,,,,,,,,,,,,,,,,0x28e,"[28, 4, 220, 251, 230, 251, 19, 4]",,,,,,
80.603,,,,,,,,,,,,,,,,,,,,,0x23a,"[2, 0, 0, 0, 17, 33, 0, 0]",,,,,,
80.605,,,,,,,,,,,,,,,,,,,,,0x18f,"[189, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.608,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
80.611,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 77, 0, 0, 0, 0]",,,,,,
80.621,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 18, 4, 69, 0]",,,,,,
80.624,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 11, 252, 0, 0, 0, 0]",,,,,,
80.627,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 11, 252, 0, 0, 0, 0]",,,,,,
80.633,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 85, 4, 0, 0, 0, 0]",,,,,,
80.649,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
80.651,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 255, 255, 0, 0, 0]",,,,,,
80.654,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
80.657,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 255, 255, 0, 0, 0]",,,,,,
80.686,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 20, 252, 0, 0, 0, 0]",,,,,,
80.689,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
80.692,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 94, 4, 0, 0, 0, 0]",,,,,,
80.696,,,,,,,,,,,,,,,,,2.963,-9.352,-0.031,0.768,,,,,,,,
